cbsatitle,gdp,year
"Bend-Redmond, OR (Metropolitan Statistical Area)",7584.2,2014
"Billings, MT (Metropolitan Statistical Area)",10035.1,2014
"Binghamton, NY (Metropolitan Statistical Area)",9094.5,2014
"Birmingham-Hoover, AL (Metropolitan Statistical Area)",58971.9,2014
"Bismarck, ND (Metropolitan Statistical Area)",7680.5,2014
"Blacksburg-Christiansburg-Radford, VA (Metropolitan Statistical Area)",6650.9,2014
"Bloomington, IL (Metropolitan Statistical Area)",11673.6,2014
"Bloomington, IN (Metropolitan Statistical Area)",6392.5,2014
"Bloomsburg-Berwick, PA (Metropolitan Statistical Area)",3594.5,2014
"Boise City, ID (Metropolitan Statistical Area)",29103.3,2014
"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)",380768.8,2014
"Boulder, CO (Metropolitan Statistical Area)",22362.8,2014
"Bowling Green, KY (Metropolitan Statistical Area)",6471.8,2014
"Bremerton-Silverdale, WA (Metropolitan Statistical Area)",10003.3,2014
"Bridgeport-Stamford-Norwalk, CT (Metropolitan Statistical Area)",95656.3,2014
"Brownsville-Harlingen, TX (Metropolitan Statistical Area)",9650.4,2014
"Brunswick, GA (Metropolitan Statistical Area)",3572.4,2014
"Buffalo-Cheektowaga-Niagara Falls, NY (Metropolitan Statistical Area)",54409.7,2014
"Burlington, NC (Metropolitan Statistical Area)",4884,2014
"Burlington-South Burlington, VT (Metropolitan Statistical Area)",12696.2,2014
"California-Lexington Park, MD (Metropolitan Statistical Area)",5952.1,2014
"Canton-Massillon, OH (Metropolitan Statistical Area)",16895.9,2014
"Cape Coral-Fort Myers, FL (Metropolitan Statistical Area)",23596.4,2014
"Cape Girardeau, MO-IL (Metropolitan Statistical Area)",4005.1,2014
"Carbondale-Marion, IL (Metropolitan Statistical Area)",4855.1,2014
"Carson City, NV (Metropolitan Statistical Area)",3304.6,2014
"Casper, WY (Metropolitan Statistical Area)",7229.8,2014
"Cedar Rapids, IA (Metropolitan Statistical Area)",16987.6,2014
"Chambersburg-Waynesboro, PA (Metropolitan Statistical Area)",5119.5,2014
"Champaign-Urbana, IL (Metropolitan Statistical Area)",11333.8,2014
"Charleston, WV (Metropolitan Statistical Area)",12540.7,2014
"Charleston-North Charleston, SC (Metropolitan Statistical Area)",34749.8,2014
"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",143367.1,2014
"Charlottesville, VA (Metropolitan Statistical Area)",11797.9,2014
"Chattanooga, TN-GA (Metropolitan Statistical Area)",23582,2014
"Cheyenne, WY (Metropolitan Statistical Area)",5486.8,2014
"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",608805,2014
"Chico, CA (Metropolitan Statistical Area)",7042.8,2014
"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",123355.7,2014
"Clarksville, TN-KY (Metropolitan Statistical Area)",10459.6,2014
"Cleveland, TN (Metropolitan Statistical Area)",4116,2014
"Cleveland-Elyria, OH (Metropolitan Statistical Area)",123856.2,2014
"Coeur d'Alene, ID (Metropolitan Statistical Area)",5040.1,2014
"College Station-Bryan, TX (Metropolitan Statistical Area)",9308.8,2014
"Colorado Springs, CO (Metropolitan Statistical Area)",28779.2,2014
"Columbia, MO (Metropolitan Statistical Area)",8340.2,2014
"Columbia, SC (Metropolitan Statistical Area)",36816.2,2014
"Columbus, GA-AL (Metropolitan Statistical Area)",13492.4,2014
"Columbus, IN (Metropolitan Statistical Area)",5415.9,2014
"Columbus, OH (Metropolitan Statistical Area)",118390.5,2014
"Corpus Christi, TX (Metropolitan Statistical Area)",24268.3,2014
"Corvallis, OR (Metropolitan Statistical Area)",4355.4,2014
"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",12297.8,2014
"Cumberland, MD-WV (Metropolitan Statistical Area)",3049.1,2014
"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",475929.3,2014
"Dalton, GA (Metropolitan Statistical Area)",5916.3,2014
"Danville, IL (Metropolitan Statistical Area)",2844.4,2014
"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",6719,2014
"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",19099,2014
"Dayton, OH (Metropolitan Statistical Area)",38409.1,2014
"Decatur, AL (Metropolitan Statistical Area)",5507,2014
"Decatur, IL (Metropolitan Statistical Area)",6156.9,2014
"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",15419.6,2014
"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",186345.1,2014
"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",45299.1,2014
"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",229348.3,2014
"Dothan, AL (Metropolitan Statistical Area)",4902.7,2014
"Dover, DE (Metropolitan Statistical Area)",6642.1,2014
"Dubuque, IA (Metropolitan Statistical Area)",5284.2,2014
"Duluth, MN-WI (Metropolitan Statistical Area)",12912.8,2014
"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",43310.3,2014
"East Stroudsburg, PA (Metropolitan Statistical Area)",5551.9,2014
"Eau Claire, WI (Metropolitan Statistical Area)",7556.4,2014
"El Centro, CA (Metropolitan Statistical Area)",5563.2,2014
"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",6012.9,2014
"Elkhart-Goshen, IN (Metropolitan Statistical Area)",12991.9,2014
"Elmira, NY (Metropolitan Statistical Area)",3390.8,2014
"El Paso, TX (Metropolitan Statistical Area)",26725.3,2014
"Enid, OK (Metropolitan Statistical Area)",3478.7,2014
"Erie, PA (Metropolitan Statistical Area)",10879.5,2014
"Eugene, OR (Metropolitan Statistical Area)",13622.1,2014
"Evansville, IN-KY (Metropolitan Statistical Area)",17059.4,2014
"Fairbanks, AK (Metropolitan Statistical Area)",5339.3,2014
"Fargo, ND-MN (Metropolitan Statistical Area)",14354.8,2014
"Farmington, NM (Metropolitan Statistical Area)",7354.7,2014
"Fayetteville, NC (Metropolitan Statistical Area)",16867.4,2014
"Fayetteville-Springdale-Rogers, AR-MO (Metropolitan Statistical Area)",23799.3,2014
"Flagstaff, AZ (Metropolitan Statistical Area)",5302.5,2014
"Flint, MI (Metropolitan Statistical Area)",12574.9,2014
"Florence, SC (Metropolitan Statistical Area)",7887.7,2014
"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",4673.3,2014
"Fond du Lac, WI (Metropolitan Statistical Area)",4486,2014
"Fort Collins, CO (Metropolitan Statistical Area)",14314.9,2014
"Fort Smith, AR-OK (Metropolitan Statistical Area)",10362.1,2014
"Fort Wayne, IN (Metropolitan Statistical Area)",19544.3,2014
"Fresno, CA (Metropolitan Statistical Area)",37447.1,2014
"Gadsden, AL (Metropolitan Statistical Area)",2715,2014
"Gainesville, FL (Metropolitan Statistical Area)",11602.5,2014
"Gainesville, GA (Metropolitan Statistical Area)",7827.8,2014
"Gettysburg, PA (Metropolitan Statistical Area)",3033.8,2014
"Glens Falls, NY (Metropolitan Statistical Area)",4793.7,2014
"Goldsboro, NC (Metropolitan Statistical Area)",4381,2014
"Grand Forks, ND-MN (Metropolitan Statistical Area)",4975.4,2014
"Grand Island, NE (Metropolitan Statistical Area)",4068.3,2014
"Grand Junction, CO (Metropolitan Statistical Area)",5374.2,2014
"Grand Rapids-Wyoming, MI (Metropolitan Statistical Area)",52318.7,2014
"Grants Pass, OR (Metropolitan Statistical Area)",2062.5,2014
"Great Falls, MT (Metropolitan Statistical Area)",3294.3,2014
"Greeley, CO (Metropolitan Statistical Area)",10921.1,2014
"Green Bay, WI (Metropolitan Statistical Area)",17122.7,2014
"Greensboro-High Point, NC (Metropolitan Statistical Area)",38228.8,2014
"Greenville, NC (Metropolitan Statistical Area)",7481.7,2014
"Greenville-Anderson-Mauldin, SC (Metropolitan Statistical Area)",36520.5,2014
"Gulfport-Biloxi-Pascagoula, MS (Metropolitan Statistical Area)",16332.6,2014
"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",9253.3,2014
"Hammond, LA (Metropolitan Statistical Area)",3844.5,2014
"Hanford-Corcoran, CA (Metropolitan Statistical Area)",5257.6,2014
"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",33546.6,2014
"Harrisonburg, VA (Metropolitan Statistical Area)",7506,2014
"Hartford-West Hartford-East Hartford, CT (Metropolitan Statistical Area)",83415.8,2014
"Hattiesburg, MS (Metropolitan Statistical Area)",5504.5,2014
"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",12258.8,2014
"Hilton Head Island-Bluffton-Beaufort, SC (Metropolitan Statistical Area)",8269.2,2014
"Hinesville, GA (Metropolitan Statistical Area)",3465,2014
"Homosassa Springs, FL (Metropolitan Statistical Area)",2972.5,2014
"Hot Springs, AR (Metropolitan Statistical Area)",2922.5,2014
"Houma-Thibodaux, LA (Metropolitan Statistical Area)",11610.5,2014
"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",507183.1,2014
"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",15050.2,2014
"Huntsville, AL (Metropolitan Statistical Area)",23332.3,2014
"Idaho Falls, ID (Metropolitan Statistical Area)",5718.4,2014
"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",127666.5,2014
"Iowa City, IA (Metropolitan Statistical Area)",9537,2014
"Ithaca, NY (Metropolitan Statistical Area)",4840.8,2014
"Jackson, MI (Metropolitan Statistical Area)",5729.2,2014
"Jackson, MS (Metropolitan Statistical Area)",28258.2,2014
"Jackson, TN (Metropolitan Statistical Area)",5755,2014
"Jacksonville, FL (Metropolitan Statistical Area)",64001.1,2014
"Jacksonville, NC (Metropolitan Statistical Area)",7830.9,2014
"Janesville-Beloit, WI (Metropolitan Statistical Area)",5726.1,2014
"Jefferson City, MO (Metropolitan Statistical Area)",6926.1,2014
"Johnson City, TN (Metropolitan Statistical Area)",6310.4,2014
"Johnstown, PA (Metropolitan Statistical Area)",4244.7,2014
"Jonesboro, AR (Metropolitan Statistical Area)",4777.9,2014
"Joplin, MO (Metropolitan Statistical Area)",6836.9,2014
"Kahului-Wailuku-Lahaina, HI (Metropolitan Statistical Area)",8005.4,2014
"Kalamazoo-Portage, MI (Metropolitan Statistical Area)",14450.2,2014
"Kankakee, IL (Metropolitan Statistical Area)",3827.6,2014
"Kansas City, MO-KS (Metropolitan Statistical Area)",120757.8,2014
"Kennewick-Richland, WA (Metropolitan Statistical Area)",11714.3,2014
"Killeen-Temple, TX (Metropolitan Statistical Area)",16104,2014
"Kingsport-Bristol-Bristol, TN-VA (Metropolitan Statistical Area)",11601.1,2014
"Kingston, NY (Metropolitan Statistical Area)",5665.5,2014
"Knoxville, TN (Metropolitan Statistical Area)",36366.4,2014
"Kokomo, IN (Metropolitan Statistical Area)",4288.9,2014
"La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)",6648.1,2014
"Lafayette, LA (Metropolitan Statistical Area)",26426,2014
"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)",9429.2,2014
"Lake Charles, LA (Metropolitan Statistical Area)",15053.4,2014
"Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)",4013.1,2014
"Lakeland-Winter Haven, FL (Metropolitan Statistical Area)",18592.1,2014
"Lancaster, PA (Metropolitan Statistical Area)",25381.4,2014
"Lansing-East Lansing, MI (Metropolitan Statistical Area)",20008.9,2014
"Laredo, TX (Metropolitan Statistical Area)",7988.8,2014
"Las Cruces, NM (Metropolitan Statistical Area)",6520.5,2014
"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",93742.4,2014
"Lawrence, KS (Metropolitan Statistical Area)",3997.1,2014
"Lawton, OK (Metropolitan Statistical Area)",4862.5,2014
"Lebanon, PA (Metropolitan Statistical Area)",4662,2014
"Lewiston, ID-WA (Metropolitan Statistical Area)",2178,2014
"Lewiston-Auburn, ME (Metropolitan Statistical Area)",3848.9,2014
"Lexington-Fayette, KY (Metropolitan Statistical Area)",26014.3,2014
"Lima, OH (Metropolitan Statistical Area)",6052.6,2014
"Lincoln, NE (Metropolitan Statistical Area)",18173.9,2014
"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",36156,2014
"Logan, UT-ID (Metropolitan Statistical Area)",4443.5,2014
"Longview, TX (Metropolitan Statistical Area)",11622,2014
"Longview, WA (Metropolitan Statistical Area)",3909.9,2014
"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",901979.9,2014
"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",68316.1,2014
"Lubbock, TX (Metropolitan Statistical Area)",12393,2014
"Lynchburg, VA (Metropolitan Statistical Area)",9057,2014
"Macon-Bibb County, GA (Metropolitan Statistical Area)",9188.5,2014
"Madera, CA (Metropolitan Statistical Area)",5244.3,2014
"Madison, WI (Metropolitan Statistical Area)",41460.2,2014
"Manchester-Nashua, NH (Metropolitan Statistical Area)",24315.6,2014
"Manhattan, KS (Metropolitan Statistical Area)",3291.4,2014
"Mankato-North Mankato, MN (Metropolitan Statistical Area)",5022.8,2014
"Mansfield, OH (Metropolitan Statistical Area)",4285.7,2014
"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",18485.9,2014
"Medford, OR (Metropolitan Statistical Area)",7203.7,2014
"Memphis, TN-MS-AR (Metropolitan Statistical Area)",66909.7,2014
"Merced, CA (Metropolitan Statistical Area)",8175.6,2014
"Miami-Fort Lauderdale-West Palm Beach, FL (Metropolitan Statistical Area)",292308.5,2014
"Michigan City-La Porte, IN (Metropolitan Statistical Area)",3902.5,2014
"Midland, MI (Metropolitan Statistical Area)",4758,2014
"Midland, TX (Metropolitan Statistical Area)",36931.9,2014
"Milwaukee-Waukesha-West Allis, WI (Metropolitan Statistical Area)",100051,2014
"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",232415.6,2014
"Missoula, MT (Metropolitan Statistical Area)",4685.1,2014
"Mobile, AL (Metropolitan Statistical Area)",17966.6,2014
"Modesto, CA (Metropolitan Statistical Area)",18408.7,2014
"Monroe, LA (Metropolitan Statistical Area)",6803.4,2014
"Monroe, MI (Metropolitan Statistical Area)",4589.4,2014
"Montgomery, AL (Metropolitan Statistical Area)",16177.1,2014
"Morgantown, WV (Metropolitan Statistical Area)",7069.2,2014
"Morristown, TN (Metropolitan Statistical Area)",3874,2014
"Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",5574.1,2014
"Muncie, IN (Metropolitan Statistical Area)",3691.8,2014
"Muskegon, MI (Metropolitan Statistical Area)",5478.6,2014
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",15277.2,2014
"Napa, CA (Metropolitan Statistical Area)",9547,2014
"Naples-Immokalee-Marco Island, FL (Metropolitan Statistical Area)",15283.6,2014
"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",107931.7,2014
"New Bern, NC (Metropolitan Statistical Area)",4773.2,2014
"New Haven-Milford, CT (Metropolitan Statistical Area)",41161.1,2014
"New Orleans-Metairie, LA (Metropolitan Statistical Area)",76308.9,2014
"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",1542763.2,2014
"Niles-Benton Harbor, MI (Metropolitan Statistical Area)",6430.1,2014
"North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)",26263.7,2014
"Norwich-New London, CT (Metropolitan Statistical Area)",14211.6,2014
"Ocala, FL (Metropolitan Statistical Area)",7476.9,2014
"Ocean City, NJ (Metropolitan Statistical Area)",4964.2,2014
"Odessa, TX (Metropolitan Statistical Area)",11857.5,2014
"Ogden-Clearfield, UT (Metropolitan Statistical Area)",22504.5,2014
"Oklahoma City, OK (Metropolitan Statistical Area)",69406.3,2014
"Olympia-Tumwater, WA (Metropolitan Statistical Area)",10290,2014
"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",57554.2,2014
"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",115309.3,2014
"Oshkosh-Neenah, WI (Metropolitan Statistical Area)",9323.2,2014
"Owensboro, KY (Metropolitan Statistical Area)",5359.5,2014
"Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)",48733.9,2014
"Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)",18620.1,2014
"Panama City, FL (Metropolitan Statistical Area)",7893.3,2014
"Parkersburg-Vienna, WV (Metropolitan Statistical Area)",4525,2014
"Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)",16029.5,2014
"Peoria, IL (Metropolitan Statistical Area)",20208.1,2014
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",400621.4,2014
"Phoenix-Mesa-Scottsdale, AZ (Metropolitan Statistical Area)",209595.9,2014
"Pine Bluff, AR (Metropolitan Statistical Area)",3085.9,2014
"Pittsburgh, PA (Metropolitan Statistical Area)",133690.8,2014
"Pittsfield, MA (Metropolitan Statistical Area)",6355.7,2014
"Pocatello, ID (Metropolitan Statistical Area)",2499.3,2014
"Portland-South Portland, ME (Metropolitan Statistical Area)",28244.2,2014
"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",148029.2,2014
"Port St. Lucie, FL (Metropolitan Statistical Area)",12004.3,2014
"Prescott, AZ (Metropolitan Statistical Area)",5300.2,2014
"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",74614.2,2014
"Provo-Orem, UT (Metropolitan Statistical Area)",19120.7,2014
"Pueblo, CO (Metropolitan Statistical Area)",4631.6,2014
"Punta Gorda, FL (Metropolitan Statistical Area)",3594.4,2014
"Racine, WI (Metropolitan Statistical Area)",7656.1,2014
"Raleigh, NC (Metropolitan Statistical Area)",69056,2014
"Rapid City, SD (Metropolitan Statistical Area)",6214.1,2014
"Reading, PA (Metropolitan Statistical Area)",17974.7,2014
"Redding, CA (Metropolitan Statistical Area)",5570.9,2014
"Reno, NV (Metropolitan Statistical Area)",22224.2,2014
"Richmond, VA (Metropolitan Statistical Area)",72156.9,2014
"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",133909,2014
"Roanoke, VA (Metropolitan Statistical Area)",14348.9,2014
"Rochester, MN (Metropolitan Statistical Area)",10925.9,2014
"Rochester, NY (Metropolitan Statistical Area)",52637.3,2014
"Rockford, IL (Metropolitan Statistical Area)",14250.3,2014
"Rocky Mount, NC (Metropolitan Statistical Area)",6006,2014
"Rome, GA (Metropolitan Statistical Area)",3599.4,2014
"Sacramento--Roseville--Arden-Arcade, CA (Metropolitan Statistical Area)",109222.5,2014
"Saginaw, MI (Metropolitan Statistical Area)",7756,2014
"St. Cloud, MN (Metropolitan Statistical Area)",9090.3,2014
"St. George, UT (Metropolitan Statistical Area)",4238.6,2014
"St. Joseph, MO-KS (Metropolitan Statistical Area)",5462.2,2014
"St. Louis, MO-IL (Metropolitan Statistical Area)",150667.4,2014
"Salem, OR (Metropolitan Statistical Area)",14069.9,2014
"Salinas, CA (Metropolitan Statistical Area)",20927.4,2014
"Salisbury, MD-DE (Metropolitan Statistical Area)",16266.4,2014
"Salt Lake City, UT (Metropolitan Statistical Area)",75213.6,2014
"San Angelo, TX (Metropolitan Statistical Area)",5416.2,2014
"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",110313.2,2014
"San Diego-Carlsbad, CA (Metropolitan Statistical Area)",204914.7,2014
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",413026.5,2014
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",210690.2,2014
"San Luis Obispo-Paso Robles-Arroyo Grande, CA (Metropolitan Statistical Area)",13412.2,2014
"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",12237.8,2014
"Santa Fe, NM (Metropolitan Statistical Area)",6733.9,2014
"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",23630.5,2014
"Santa Rosa, CA (Metropolitan Statistical Area)",24356.7,2014
"Savannah, GA (Metropolitan Statistical Area)",16197.2,2014
"Scranton--Wilkes-Barre--Hazleton, PA (Metropolitan Statistical Area)",21813.5,2014
"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",296027.6,2014
"Sebastian-Vero Beach, FL (Metropolitan Statistical Area)",4816.4,2014
"Sebring, FL (Metropolitan Statistical Area)",1904.1,2014
"Sheboygan, WI (Metropolitan Statistical Area)",5691.4,2014
"Sherman-Denison, TX (Metropolitan Statistical Area)",3995.3,2014
"Shreveport-Bossier City, LA (Metropolitan Statistical Area)",22262,2014
"Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)",3847.4,2014
"Sioux City, IA-NE-SD (Metropolitan Statistical Area)",8814.4,2014
"Sioux Falls, SD (Metropolitan Statistical Area)",16835.7,2014
"South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)",12882.4,2014
"Spartanburg, SC (Metropolitan Statistical Area)",13346.5,2014
"Spokane-Spokane Valley, WA (Metropolitan Statistical Area)",22519.9,2014
"Springfield, IL (Metropolitan Statistical Area)",9772.9,2014
"Springfield, MA (Metropolitan Statistical Area)",25221.9,2014
"Springfield, MO (Metropolitan Statistical Area)",17112.6,2014
"Springfield, OH (Metropolitan Statistical Area)",4198.7,2014
"State College, PA (Metropolitan Statistical Area)",8327.3,2014
"Staunton-Waynesboro, VA (Metropolitan Statistical Area)",4708.1,2014
"Stockton-Lodi, CA (Metropolitan Statistical Area)",23268.2,2014
"Sumter, SC (Metropolitan Statistical Area)",3603.7,2014
"Syracuse, NY (Metropolitan Statistical Area)",31209.8,2014
"Tallahassee, FL (Metropolitan Statistical Area)",14434.3,2014
"Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)",127963.4,2014
"Terre Haute, IN (Metropolitan Statistical Area)",6327.2,2014
"Texarkana, TX-AR (Metropolitan Statistical Area)",4936.5,2014
"The Villages, FL (Metropolitan Statistical Area)",2319.2,2014
"Toledo, OH (Metropolitan Statistical Area)",33456.8,2014
"Topeka, KS (Metropolitan Statistical Area)",10034.2,2014
"Trenton, NJ (Metropolitan Statistical Area)",28990.5,2014
"Tucson, AZ (Metropolitan Statistical Area)",36380.5,2014
"Tulsa, OK (Metropolitan Statistical Area)",69596.2,2014
"Tuscaloosa, AL (Metropolitan Statistical Area)",11070.2,2014
"Twin Falls, ID (Metropolitan Statistical Area)",3838.3,2014
"Tyler, TX (Metropolitan Statistical Area)",15527.2,2014
"Urban Honolulu, HI (Metropolitan Statistical Area)",58955.3,2014
"Utica-Rome, NY (Metropolitan Statistical Area)",10300.3,2014
"Valdosta, GA (Metropolitan Statistical Area)",4646.4,2014
"Vallejo-Fairfield, CA (Metropolitan Statistical Area)",20180.6,2014
"Victoria, TX (Metropolitan Statistical Area)",5592.4,2014
"Vineland-Bridgeton, NJ (Metropolitan Statistical Area)",5458.8,2014
"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)",87088,2014
"Visalia-Porterville, CA (Metropolitan Statistical Area)",15238.3,2014
"Waco, TX (Metropolitan Statistical Area)",10751.5,2014
"Walla Walla, WA (Metropolitan Statistical Area)",2642.8,2014
"Warner Robins, GA (Metropolitan Statistical Area)",6678.6,2014
"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)",471254.3,2014
"Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)",9060,2014
"Watertown-Fort Drum, NY (Metropolitan Statistical Area)",6319.9,2014
"Wausau, WI (Metropolitan Statistical Area)",7155.4,2014
"Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)",4319.2,2014
"Wenatchee, WA (Metropolitan Statistical Area)",4306.8,2014
"Wheeling, WV-OH (Metropolitan Statistical Area)",7365.4,2014
"Wichita, KS (Metropolitan Statistical Area)",30165.8,2014
"Wichita Falls, TX (Metropolitan Statistical Area)",7162.5,2014
"Williamsport, PA (Metropolitan Statistical Area)",5248,2014
"Wilmington, NC (Metropolitan Statistical Area)",12761.6,2014
"Winchester, VA-WV (Metropolitan Statistical Area)",5884.5,2014
"Winston-Salem, NC (Metropolitan Statistical Area)",27179.1,2014
"Worcester, MA-CT (Metropolitan Statistical Area)",38150.5,2014
"Yakima, WA (Metropolitan Statistical Area)",9000.1,2014
"York-Hanover, PA (Metropolitan Statistical Area)",17274.4,2014
"Youngstown-Warren-Boardman, OH-PA (Metropolitan Statistical Area)",19515,2014
"Yuba City, CA (Metropolitan Statistical Area)",5368.8,2014
"Yuma, AZ (Metropolitan Statistical Area)",5886.8,2014
