cbsatitle,gdp,year
"Charleston-North Charleston, SC (Metropolitan Statistical Area)",36979.7,2015
"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",155592.4,2015
"Charlottesville, VA (Metropolitan Statistical Area)",12567.5,2015
"Chattanooga, TN-GA (Metropolitan Statistical Area)",24965.4,2015
"Cheyenne, WY (Metropolitan Statistical Area)",5675.9,2015
"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",639032.8,2015
"Chico, CA (Metropolitan Statistical Area)",7558.3,2015
"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",127587.5,2015
"Clarksville, TN-KY (Metropolitan Statistical Area)",10700.2,2015
"Cleveland, TN (Metropolitan Statistical Area)",4292.9,2015
"Cleveland-Elyria, OH (Metropolitan Statistical Area)",128887.2,2015
"Coeur d'Alene, ID (Metropolitan Statistical Area)",5400.2,2015
"College Station-Bryan, TX (Metropolitan Statistical Area)",9698,2015
"Colorado Springs, CO (Metropolitan Statistical Area)",30077,2015
"Columbia, MO (Metropolitan Statistical Area)",8657.8,2015
"Columbia, SC (Metropolitan Statistical Area)",39312.3,2015
"Columbus, GA-AL (Metropolitan Statistical Area)",13762.2,2015
"Columbus, IN (Metropolitan Statistical Area)",5731.3,2015
"Columbus, OH (Metropolitan Statistical Area)",126020.8,2015
"Corpus Christi, TX (Metropolitan Statistical Area)",22812.6,2015
"Corvallis, OR (Metropolitan Statistical Area)",4316.3,2015
"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",13201.9,2015
"Cumberland, MD-WV (Metropolitan Statistical Area)",3120.1,2015
"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",491878.7,2015
"Dalton, GA (Metropolitan Statistical Area)",6209.5,2015
"Danville, IL (Metropolitan Statistical Area)",2842.2,2015
"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",6643.5,2015
"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",19160.9,2015
"Dayton, OH (Metropolitan Statistical Area)",39345.7,2015
"Decatur, AL (Metropolitan Statistical Area)",5174.7,2015
"Decatur, IL (Metropolitan Statistical Area)",6261.4,2015
"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",16176.8,2015
"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",192499.2,2015
"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",50852.6,2015
"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",242296.1,2015
"Dothan, AL (Metropolitan Statistical Area)",4986.9,2015
"Dover, DE (Metropolitan Statistical Area)",6917.9,2015
"Dubuque, IA (Metropolitan Statistical Area)",5656.3,2015
"Duluth, MN-WI (Metropolitan Statistical Area)",11692,2015
"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",43666.6,2015
"East Stroudsburg, PA (Metropolitan Statistical Area)",5815.9,2015
"Eau Claire, WI (Metropolitan Statistical Area)",8076.9,2015
"El Centro, CA (Metropolitan Statistical Area)",5918.1,2015
"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",5851.3,2015
"Elkhart-Goshen, IN (Metropolitan Statistical Area)",14297.9,2015
"Elmira, NY (Metropolitan Statistical Area)",3411.4,2015
"El Paso, TX (Metropolitan Statistical Area)",27867.3,2015
"Enid, OK (Metropolitan Statistical Area)",3446,2015
"Erie, PA (Metropolitan Statistical Area)",11154.9,2015
"Eugene, OR (Metropolitan Statistical Area)",14696.3,2015
"Evansville, IN-KY (Metropolitan Statistical Area)",17105.4,2015
"Fairbanks, AK (Metropolitan Statistical Area)",5323.2,2015
"Fargo, ND-MN (Metropolitan Statistical Area)",14960.7,2015
"Farmington, NM (Metropolitan Statistical Area)",6298.8,2015
"Fayetteville, NC (Metropolitan Statistical Area)",16981.1,2015
"Fayetteville-Springdale-Rogers, AR-MO (Metropolitan Statistical Area)",25437.4,2015
"Flagstaff, AZ (Metropolitan Statistical Area)",5563.1,2015
"Flint, MI (Metropolitan Statistical Area)",13227.7,2015
"Florence, SC (Metropolitan Statistical Area)",8201.4,2015
"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",4803.7,2015
"Fond du Lac, WI (Metropolitan Statistical Area)",4695.6,2015
"Fort Collins, CO (Metropolitan Statistical Area)",15085.7,2015
"Fort Smith, AR-OK (Metropolitan Statistical Area)",9968.2,2015
"Fort Wayne, IN (Metropolitan Statistical Area)",20735.1,2015
"Fresno, CA (Metropolitan Statistical Area)",39663.1,2015
"Gadsden, AL (Metropolitan Statistical Area)",2849.9,2015
"Gainesville, FL (Metropolitan Statistical Area)",11959.1,2015
"Gainesville, GA (Metropolitan Statistical Area)",8659.8,2015
"Gettysburg, PA (Metropolitan Statistical Area)",3125.3,2015
"Glens Falls, NY (Metropolitan Statistical Area)",4929.1,2015
"Goldsboro, NC (Metropolitan Statistical Area)",4448.1,2015
"Grand Forks, ND-MN (Metropolitan Statistical Area)",5229.6,2015
"Grand Island, NE (Metropolitan Statistical Area)",4224.9,2015
"Grand Junction, CO (Metropolitan Statistical Area)",5293.4,2015
"Grand Rapids-Wyoming, MI (Metropolitan Statistical Area)",56274.7,2015
"Grants Pass, OR (Metropolitan Statistical Area)",2241.7,2015
"Great Falls, MT (Metropolitan Statistical Area)",3413.9,2015
"Greeley, CO (Metropolitan Statistical Area)",11372.8,2015
"Green Bay, WI (Metropolitan Statistical Area)",18335.9,2015
"Greensboro-High Point, NC (Metropolitan Statistical Area)",40227.9,2015
"Greenville, NC (Metropolitan Statistical Area)",7735,2015
"Greenville-Anderson-Mauldin, SC (Metropolitan Statistical Area)",39122.4,2015
"Gulfport-Biloxi-Pascagoula, MS (Metropolitan Statistical Area)",16487.3,2015
"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",9398,2015
"Hammond, LA (Metropolitan Statistical Area)",3735.8,2015
"Hanford-Corcoran, CA (Metropolitan Statistical Area)",5090,2015
"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",35209.1,2015
"Harrisonburg, VA (Metropolitan Statistical Area)",7901.1,2015
"Hartford-West Hartford-East Hartford, CT (Metropolitan Statistical Area)",88387.5,2015
"Hattiesburg, MS (Metropolitan Statistical Area)",5768.3,2015
"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",13121.1,2015
"Hilton Head Island-Bluffton-Beaufort, SC (Metropolitan Statistical Area)",8645.1,2015
"Hinesville, GA (Metropolitan Statistical Area)",3435.3,2015
"Homosassa Springs, FL (Metropolitan Statistical Area)",3045.2,2015
"Hot Springs, AR (Metropolitan Statistical Area)",3027.9,2015
"Houma-Thibodaux, LA (Metropolitan Statistical Area)",10698.5,2015
"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",494837.4,2015
"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",14746.2,2015
"Huntsville, AL (Metropolitan Statistical Area)",24153.4,2015
"Idaho Falls, ID (Metropolitan Statistical Area)",6191.9,2015
"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",130824.6,2015
"Iowa City, IA (Metropolitan Statistical Area)",9785.6,2015
"Ithaca, NY (Metropolitan Statistical Area)",4967.7,2015
"Jackson, MI (Metropolitan Statistical Area)",5929.2,2015
"Jackson, MS (Metropolitan Statistical Area)",28842.1,2015
"Jackson, TN (Metropolitan Statistical Area)",5900,2015
"Jacksonville, FL (Metropolitan Statistical Area)",68810.2,2015
"Jacksonville, NC (Metropolitan Statistical Area)",7727.8,2015
"Janesville-Beloit, WI (Metropolitan Statistical Area)",6065,2015
"Jefferson City, MO (Metropolitan Statistical Area)",7128.9,2015
"Johnson City, TN (Metropolitan Statistical Area)",6690.8,2015
"Johnstown, PA (Metropolitan Statistical Area)",4221,2015
"Jonesboro, AR (Metropolitan Statistical Area)",4966.5,2015
"Joplin, MO (Metropolitan Statistical Area)",7227.7,2015
"Kahului-Wailuku-Lahaina, HI (Metropolitan Statistical Area)",8520.2,2015
"Kalamazoo-Portage, MI (Metropolitan Statistical Area)",15714.3,2015
"Kankakee, IL (Metropolitan Statistical Area)",4181.3,2015
"Kansas City, MO-KS (Metropolitan Statistical Area)",125765.1,2015
"Kennewick-Richland, WA (Metropolitan Statistical Area)",12642.4,2015
"Killeen-Temple, TX (Metropolitan Statistical Area)",16883.1,2015
"Kingsport-Bristol-Bristol, TN-VA (Metropolitan Statistical Area)",11686.5,2015
"Kingston, NY (Metropolitan Statistical Area)",5917.9,2015
"Knoxville, TN (Metropolitan Statistical Area)",38343.4,2015
"Kokomo, IN (Metropolitan Statistical Area)",4612.4,2015
"La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)",6981,2015
"Lafayette, LA (Metropolitan Statistical Area)",23776.3,2015
"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)",9741.1,2015
"Lake Charles, LA (Metropolitan Statistical Area)",15784.3,2015
"Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)",4055,2015
"Lakeland-Winter Haven, FL (Metropolitan Statistical Area)",19611.2,2015
"Lancaster, PA (Metropolitan Statistical Area)",27577,2015
"Lansing-East Lansing, MI (Metropolitan Statistical Area)",20996.9,2015
"Laredo, TX (Metropolitan Statistical Area)",8014.7,2015
"Las Cruces, NM (Metropolitan Statistical Area)",6788.5,2015
"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",103733.8,2015
"Lawrence, KS (Metropolitan Statistical Area)",4248.8,2015
"Lawton, OK (Metropolitan Statistical Area)",5063.4,2015
"Lebanon, PA (Metropolitan Statistical Area)",4835.5,2015
"Lewiston, ID-WA (Metropolitan Statistical Area)",2312.4,2015
"Lewiston-Auburn, ME (Metropolitan Statistical Area)",3946.6,2015
"Lexington-Fayette, KY (Metropolitan Statistical Area)",27703.5,2015
"Lima, OH (Metropolitan Statistical Area)",5493,2015
"Lincoln, NE (Metropolitan Statistical Area)",19075.8,2015
"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",37283.6,2015
"Logan, UT-ID (Metropolitan Statistical Area)",4823.7,2015
"Longview, TX (Metropolitan Statistical Area)",10545,2015
"Longview, WA (Metropolitan Statistical Area)",4023.3,2015
"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",967100.1,2015
"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",71698.7,2015
"Lubbock, TX (Metropolitan Statistical Area)",12935,2015
"Lynchburg, VA (Metropolitan Statistical Area)",9287.6,2015
"Macon-Bibb County, GA (Metropolitan Statistical Area)",9388.4,2015
"Madera, CA (Metropolitan Statistical Area)",5261.8,2015
"Madison, WI (Metropolitan Statistical Area)",45660.1,2015
"Manchester-Nashua, NH (Metropolitan Statistical Area)",26135.2,2015
"Manhattan, KS (Metropolitan Statistical Area)",3483.7,2015
"Mankato-North Mankato, MN (Metropolitan Statistical Area)",5049.2,2015
"Mansfield, OH (Metropolitan Statistical Area)",4296.6,2015
"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",19101.5,2015
"Medford, OR (Metropolitan Statistical Area)",7672.8,2015
"Memphis, TN-MS-AR (Metropolitan Statistical Area)",69317.9,2015
"Merced, CA (Metropolitan Statistical Area)",8007.9,2015
"Miami-Fort Lauderdale-West Palm Beach, FL (Metropolitan Statistical Area)",315623.5,2015
"Michigan City-La Porte, IN (Metropolitan Statistical Area)",3762.6,2015
"Midland, MI (Metropolitan Statistical Area)",5359.1,2015
"Midland, TX (Metropolitan Statistical Area)",26119,2015
"Milwaukee-Waukesha-West Allis, WI (Metropolitan Statistical Area)",99343.2,2015
"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",242052.7,2015
"Missoula, MT (Metropolitan Statistical Area)",5044.4,2015
"Mobile, AL (Metropolitan Statistical Area)",18519.6,2015
"Modesto, CA (Metropolitan Statistical Area)",19377,2015
"Monroe, LA (Metropolitan Statistical Area)",7433,2015
"Monroe, MI (Metropolitan Statistical Area)",4652.5,2015
"Montgomery, AL (Metropolitan Statistical Area)",16777.8,2015
"Morgantown, WV (Metropolitan Statistical Area)",7461.1,2015
"Morristown, TN (Metropolitan Statistical Area)",4131.1,2015
"Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",6068.1,2015
"Muncie, IN (Metropolitan Statistical Area)",3761.4,2015
"Muskegon, MI (Metropolitan Statistical Area)",5639.5,2015
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",16063.6,2015
"Napa, CA (Metropolitan Statistical Area)",10484.5,2015
"Naples-Immokalee-Marco Island, FL (Metropolitan Statistical Area)",16791.4,2015
"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",118024.4,2015
"New Bern, NC (Metropolitan Statistical Area)",4884.5,2015
"New Haven-Milford, CT (Metropolitan Statistical Area)",42502.7,2015
"New Orleans-Metairie, LA (Metropolitan Statistical Area)",78820.2,2015
"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",1618365.7,2015
"Niles-Benton Harbor, MI (Metropolitan Statistical Area)",6601,2015
"North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)",28613.5,2015
"Norwich-New London, CT (Metropolitan Statistical Area)",14995.1,2015
"Ocala, FL (Metropolitan Statistical Area)",7874.8,2015
"Ocean City, NJ (Metropolitan Statistical Area)",4962.9,2015
"Odessa, TX (Metropolitan Statistical Area)",10064.9,2015
"Ogden-Clearfield, UT (Metropolitan Statistical Area)",24003.4,2015
"Oklahoma City, OK (Metropolitan Statistical Area)",72253.3,2015
"Olympia-Tumwater, WA (Metropolitan Statistical Area)",10908.5,2015
"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",61444.4,2015
"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",123054.4,2015
"Oshkosh-Neenah, WI (Metropolitan Statistical Area)",9857.9,2015
"Owensboro, KY (Metropolitan Statistical Area)",5494.3,2015
"Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)",49728.5,2015
"Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)",19783.1,2015
"Panama City, FL (Metropolitan Statistical Area)",8189.5,2015
"Parkersburg-Vienna, WV (Metropolitan Statistical Area)",4177.6,2015
"Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)",16912.8,2015
"Peoria, IL (Metropolitan Statistical Area)",19821.2,2015
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",418605.4,2015
"Phoenix-Mesa-Scottsdale, AZ (Metropolitan Statistical Area)",221570.1,2015
"Pine Bluff, AR (Metropolitan Statistical Area)",2953.9,2015
"Pittsburgh, PA (Metropolitan Statistical Area)",136683.9,2015
"Pittsfield, MA (Metropolitan Statistical Area)",6685.2,2015
"Pocatello, ID (Metropolitan Statistical Area)",2602.4,2015
"Portland-South Portland, ME (Metropolitan Statistical Area)",29647,2015
"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",156869.3,2015
"Port St. Lucie, FL (Metropolitan Statistical Area)",12849.2,2015
"Prescott, AZ (Metropolitan Statistical Area)",5484.9,2015
"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",78520.3,2015
"Provo-Orem, UT (Metropolitan Statistical Area)",21842.8,2015
"Pueblo, CO (Metropolitan Statistical Area)",4796.4,2015
"Punta Gorda, FL (Metropolitan Statistical Area)",3942.5,2015
"Racine, WI (Metropolitan Statistical Area)",7916.9,2015
"Raleigh, NC (Metropolitan Statistical Area)",75776.9,2015
"Rapid City, SD (Metropolitan Statistical Area)",6331.2,2015
"Reading, PA (Metropolitan Statistical Area)",18889.4,2015
"Redding, CA (Metropolitan Statistical Area)",5930.1,2015
"Reno, NV (Metropolitan Statistical Area)",23359.2,2015
"Richmond, VA (Metropolitan Statistical Area)",76874.7,2015
"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",144079.1,2015
"Roanoke, VA (Metropolitan Statistical Area)",15098.9,2015
"Rochester, MN (Metropolitan Statistical Area)",11366.1,2015
"Rochester, NY (Metropolitan Statistical Area)",54854,2015
"Rockford, IL (Metropolitan Statistical Area)",14611.9,2015
"Rocky Mount, NC (Metropolitan Statistical Area)",6273.7,2015
"Rome, GA (Metropolitan Statistical Area)",3728.7,2015
"Sacramento--Roseville--Arden-Arcade, CA (Metropolitan Statistical Area)",116188.9,2015
"Saginaw, MI (Metropolitan Statistical Area)",7881.5,2015
"St. Cloud, MN (Metropolitan Statistical Area)",9311.2,2015
"St. George, UT (Metropolitan Statistical Area)",4672.6,2015
"St. Joseph, MO-KS (Metropolitan Statistical Area)",5362.3,2015
"St. Louis, MO-IL (Metropolitan Statistical Area)",155377.4,2015
"Salem, OR (Metropolitan Statistical Area)",15336.5,2015
"Salinas, CA (Metropolitan Statistical Area)",22507.9,2015
"Salisbury, MD-DE (Metropolitan Statistical Area)",17897,2015
"Salt Lake City, UT (Metropolitan Statistical Area)",80643.8,2015
"San Angelo, TX (Metropolitan Statistical Area)",5154.4,2015
"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",115019.6,2015
"San Diego-Carlsbad, CA (Metropolitan Statistical Area)",211806.6,2015
"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",445123.5,2015
"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",237831.8,2015
"San Luis Obispo-Paso Robles-Arroyo Grande, CA (Metropolitan Statistical Area)",14221.7,2015
"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",12846,2015
"Santa Fe, NM (Metropolitan Statistical Area)",6954.9,2015
"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",25207.7,2015
"Santa Rosa, CA (Metropolitan Statistical Area)",26531.5,2015
"Savannah, GA (Metropolitan Statistical Area)",17052.7,2015
"Scranton--Wilkes-Barre--Hazleton, PA (Metropolitan Statistical Area)",22768.8,2015
"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",317153.1,2015
"Sebastian-Vero Beach, FL (Metropolitan Statistical Area)",5222,2015
"Sebring, FL (Metropolitan Statistical Area)",1989.8,2015
"Sheboygan, WI (Metropolitan Statistical Area)",6008.3,2015
"Sherman-Denison, TX (Metropolitan Statistical Area)",4178.9,2015
"Shreveport-Bossier City, LA (Metropolitan Statistical Area)",21581.2,2015
"Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)",3877,2015
"Sioux City, IA-NE-SD (Metropolitan Statistical Area)",9503.6,2015
"Sioux Falls, SD (Metropolitan Statistical Area)",17930.2,2015
"South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)",13582.7,2015
"Spartanburg, SC (Metropolitan Statistical Area)",14302.9,2015
"Spokane-Spokane Valley, WA (Metropolitan Statistical Area)",23548.5,2015
"Springfield, IL (Metropolitan Statistical Area)",9984.6,2015
"Springfield, MA (Metropolitan Statistical Area)",26616.4,2015
"Springfield, MO (Metropolitan Statistical Area)",18212.9,2015
"Springfield, OH (Metropolitan Statistical Area)",4269.6,2015
"State College, PA (Metropolitan Statistical Area)",8465.3,2015
"Staunton-Waynesboro, VA (Metropolitan Statistical Area)",4931.5,2015
"Stockton-Lodi, CA (Metropolitan Statistical Area)",24959.6,2015
"Sumter, SC (Metropolitan Statistical Area)",3669.3,2015
"Syracuse, NY (Metropolitan Statistical Area)",32270.6,2015
"Tallahassee, FL (Metropolitan Statistical Area)",14829.8,2015
"Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)",135569.4,2015
"Terre Haute, IN (Metropolitan Statistical Area)",6214.6,2015
"Texarkana, TX-AR (Metropolitan Statistical Area)",5167.5,2015
"The Villages, FL (Metropolitan Statistical Area)",2428,2015
"Toledo, OH (Metropolitan Statistical Area)",32669.9,2015
"Topeka, KS (Metropolitan Statistical Area)",10119.2,2015
"Trenton, NJ (Metropolitan Statistical Area)",29490.5,2015
"Tucson, AZ (Metropolitan Statistical Area)",36480.6,2015
"Tulsa, OK (Metropolitan Statistical Area)",60542.7,2015
"Tuscaloosa, AL (Metropolitan Statistical Area)",11205.1,2015
"Twin Falls, ID (Metropolitan Statistical Area)",3900.5,2015
"Tyler, TX (Metropolitan Statistical Area)",14048.9,2015
"Urban Honolulu, HI (Metropolitan Statistical Area)",62943.2,2015
"Utica-Rome, NY (Metropolitan Statistical Area)",10568.1,2015
"Valdosta, GA (Metropolitan Statistical Area)",4780,2015
"Vallejo-Fairfield, CA (Metropolitan Statistical Area)",20009.2,2015
"Victoria, TX (Metropolitan Statistical Area)",5171.4,2015
"Vineland-Bridgeton, NJ (Metropolitan Statistical Area)",5655.4,2015
"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)",91725.2,2015
"Visalia-Porterville, CA (Metropolitan Statistical Area)",14948.4,2015
"Waco, TX (Metropolitan Statistical Area)",11308,2015
"Walla Walla, WA (Metropolitan Statistical Area)",2751.3,2015
"Warner Robins, GA (Metropolitan Statistical Area)",6840.1,2015
"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)",491778.5,2015
"Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)",9361.4,2015
"Watertown-Fort Drum, NY (Metropolitan Statistical Area)",6166.3,2015
"Wausau, WI (Metropolitan Statistical Area)",7655.7,2015
"Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)",4093.9,2015
"Wenatchee, WA (Metropolitan Statistical Area)",4586.3,2015
"Wheeling, WV-OH (Metropolitan Statistical Area)",7212.5,2015
"Wichita, KS (Metropolitan Statistical Area)",32080.9,2015
"Wichita Falls, TX (Metropolitan Statistical Area)",6425.2,2015
"Williamsport, PA (Metropolitan Statistical Area)",4955.9,2015
"Wilmington, NC (Metropolitan Statistical Area)",13484.2,2015
"Winchester, VA-WV (Metropolitan Statistical Area)",6294.3,2015
"Winston-Salem, NC (Metropolitan Statistical Area)",28676.7,2015
"Worcester, MA-CT (Metropolitan Statistical Area)",40311.1,2015
"Yakima, WA (Metropolitan Statistical Area)",9071.6,2015
"York-Hanover, PA (Metropolitan Statistical Area)",17964.1,2015
"Youngstown-Warren-Boardman, OH-PA (Metropolitan Statistical Area)",19806.2,2015
"Yuba City, CA (Metropolitan Statistical Area)",5544.4,2015
"Yuma, AZ (Metropolitan Statistical Area)",6357.1,2015
